Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area,FICO_Score,Loan_To_Value,Liquid_Assets,Total_Debt,Net_Worth,Status
Male,No,0,Graduate,No,206000,220900,13400000,360,1,Semiurban,657,0.08,0,33225,206000,Y
Female,No,1,Graduate,No,348100,0,15500000,36,1,Semiurban,638,0.05,279979,2088600,160059,N
Female,No,0,Graduate,No,720000,0,12000000,360,1,Rural,695,0.07,1440000,137525,2880000,Y
Male,No,0,Graduate,Yes,516600,0,12800000,360,1,Semiurban,675,0.08,2066400,6183,516600,Y
Male,No,0,Graduate,No,409500,344700,15100000,360,1,Rural,694,0.09,1228500,320018,409500,Y
Male,Yes,2,Graduate,No,470800,138700,15000000,360,1,Semiurban,707,0.07,0,221668,3766400,Y
Male,Yes,3+,Graduate,No,433300,181100,16000000,360,0,Urban,706,0.05,1299900,326902,866600,Y
Female,No,0,Graduate,,341800,0,13500000,360,1,Rural,476,0.04,29769,1709000,339506,N
Female,No,1,Graduate,No,287600,156000,9000000,360,1,Urban,682,0.07,575200,7949,287600,Y
Female,No,0,Graduate,No,323700,0,3000000,360,1,Urban,687,0.06,647400,242973,3237000,Y
Male,Yes,0,Graduate,No,1114600,0,13600000,360,1,Urban,702,0.05,2229200,877755,10031400,Y
Male,No,0,Graduate,No,283300,185700,12600000,360,1,Rural,717,0.07,0,217295,283300,Y
Male,Yes,0,Graduate,No,262000,222300,15000000,360,1,Semiurban,666,0.06,0,192633,1834000,Y
Male,Yes,2,Graduate,No,390000,0,9000000,360,1,Semiurban,702,0.06,0,352194,2340000,Y
Male,Yes,1,Graduate,No,275000,184200,11500000,360,1,Semiurban,675,0.05,0,150821,0,Y
Male,Yes,0,Graduate,No,399300,327400,20700000,360,1,Semiurban,686,0.08,1996500,65172,798600,Y
Male,Yes,0,Graduate,No,310300,130000,8000000,360,1,Urban,683,0.07,620600,194055,620600,Y
Male,Yes,0,Graduate,No,1458300,0,43600000,360,1,Semiurban,693,0.07,1458300,220663,11666400,Y
Female,Yes,0,Not Graduate,No,410000,0,12400000,360,,Rural,670,0.06,2050000,225985,2460000,Y
Male,No,1,Not Graduate,Yes,405300,242600,15800000,360,0,Urban,505,0.05,320017,2837100,57377,N
Male,Yes,0,Graduate,No,392700,80000,11200000,360,1,Semiurban,713,0.07,392700,281493,2748900,Y
Male,Yes,2,Graduate,No,230100,98579.99878,7800000,180,1,Urban,701,0.09,230100,133159,1380600,Y
Female,No,0,Graduate,No,181100,166600,5400000,360,1,Urban,717,0.09,362200,94046,181100,Y
Male,Yes,0,Graduate,No,2066700,0,0,360,1,Rural,513,0.07,654888,16533600,1975066,N
Male,No,0,Graduate,No,315800,305300,8900000,360,1,Rural,711,0.06,315800,8678,1263200,Y
Female,No,0,Graduate,Yes,260000,171700,9900000,300,1,Semiurban,426,0.04,217625,520000,211592,N
Male,Yes,0,Graduate,No,370400,200000,12000000,360,1,Rural,681,0.08,0,103757,1481600,Y
Female,No,0,Graduate,No,412400,0,11500000,360,1,Semiurban,717,0.06,1237200,403186,824800,Y
Male,No,0,Graduate,No,950800,0,18700000,360,1,Rural,718,0.08,0,850841,2852400,Y
Male,Yes,0,Graduate,No,307500,241600,13900000,360,1,Rural,664,0.09,922500,302808,1845000,Y
Male,Yes,2,Graduate,No,440000,0,12700000,360,0,Semiurban,532,0.03,13362,1760000,162709,N
Male,Yes,2,Graduate,No,315300,156000,13400000,360,1,Urban,652,0.07,1576500,106877,945900,Y
Female,No,,Graduate,No,541700,0,14300000,480,0,Urban,435,0.06,263300,1625100,98457,N
Male,Yes,0,Graduate,No,238300,333400,17200000,360,1,Semiurban,676,0.05,238300,153890,476600,Y
Male,Yes,3+,Graduate,,441600,125000,11000000,360,1,Urban,672,0.09,1324800,266213,3091200,Y
Male,Yes,1,Graduate,No,687500,0,20000000,360,1,Semiurban,666,0.06,2750000,386994,2062500,Y
Female,Yes,1,Graduate,No,466600,0,13500000,360,1,Urban,676,0.09,1399800,37389,1399800,Y
Female,No,0,Graduate,No,500000,254100,15100000,480,1,Rural,438,0.02,88776,2000000,266191,N
Male,Yes,1,Graduate,No,201400,292500,11300000,360,1,Urban,408,0.04,6116,402800,131862,N
Male,Yes,0,Not Graduate,No,180000,293400,9300000,360,0,Urban,565,0.04,169430,1080000,172635,N
Male,Yes,,Not Graduate,No,287500,175000,10500000,360,1,Semiurban,670,0.05,575000,159489,2012500,Y
Female,No,0,Graduate,No,500000,0,13200000,360,1,Rural,718,0.09,2500000,93583,0,Y
Male,Yes,1,Graduate,No,162500,180300,9600000,360,1,Urban,704,0.07,487500,161585,162500,Y
Male,No,0,Graduate,No,400000,250000,14000000,360,1,Rural,695,0.07,0,149170,2800000,Y
Male,No,0,Not Graduate,No,200000,0,0,360,1,Urban,544,0.03,22933,200000,104732,N
Female,No,0,Graduate,No,376200,166600,13500000,360,1,Rural,686,0.06,376200,8252,2257200,Y
Female,No,0,Graduate,No,240000,186300,10400000,360,0,Urban,554,0.02,207284,1440000,82048,N
Male,No,0,Graduate,No,2023300,0,48000000,360,1,Rural,594,0.04,822847,6069900,300613,N
Male,Yes,2,Not Graduate,No,766700,0,18500000,360,,Rural,697,0.06,3833500,9455,1533400,Y
Female,No,0,Graduate,No,291700,0,8400000,360,1,Semiurban,681,0.06,583400,74170,583400,Y
Male,No,0,Not Graduate,No,292700,240500,11100000,360,1,Semiurban,713,0.07,878100,38187,2048900,Y
Female,No,0,Graduate,No,250700,0,5600000,360,1,Rural,707,0.09,0,90747,250700,Y
Male,Yes,2,Graduate,Yes,574600,0,14400000,84,,Rural,685,0.09,2873000,491580,1723800,Y
,Yes,0,Graduate,No,247300,184300,15900000,360,1,Rural,668,0.05,86076,1731100,164662,N
Male,Yes,1,Not Graduate,No,339900,164000,11100000,180,1,Urban,660,0.05,0,59985,1699500,Y
Male,Yes,2,Graduate,No,371700,0,12000000,360,1,Semiurban,699,0.05,371700,114321,2973600,Y
Male,Yes,0,Graduate,No,205800,213400,8800000,360,,Urban,673,0.05,0,204369,617400,Y
Female,No,1,Graduate,No,354100,0,11200000,360,,Semiurban,698,0.06,1062300,322183,708200,Y
Male,Yes,1,Graduate,Yes,1000000,0,15500000,360,1,Rural,529,0.04,408051,10000000,846219,N
Male,Yes,0,Graduate,No,240000,216700,11500000,360,1,Semiurban,716,0.06,1200000,51399,480000,Y
Male,Yes,3+,Graduate,No,434200,18900,12400000,360,1,Semiurban,689,0.09,0,155750,1736800,Y
Male,Yes,2,Not Graduate,No,360100,159000,0,360,1,Rural,704,0.08,1800500,303071,1080300,Y
Female,No,0,Graduate,No,316600,298500,13200000,360,,Rural,701,0.05,316600,17736,1583000,Y
Male,Yes,3+,Graduate,No,1500000,0,30000000,360,1,Rural,698,0.09,4500000,215960,9000000,Y
Male,Yes,1,Graduate,Yes,866600,498300,37600000,360,0,Rural,403,0.02,195540,6932800,166610,N
Male,No,0,Graduate,No,491700,0,13000000,360,0,Rural,674,0.05,1475100,113562,4425300,Y
Male,Yes,0,Graduate,Yes,581800,216000,18400000,360,1,Semiurban,652,0.07,1163600,187882,1163600,Y
Female,Yes,0,Graduate,No,433300,245100,11000000,360,1,Urban,469,0.06,55023,3899700,357629,N
Female,No,0,Graduate,No,250000,0,6700000,360,1,Urban,662,0.05,500000,192718,250000,Y
Male,No,1,Graduate,No,438400,179300,11700000,360,1,Urban,664,0.09,0,394371,2192000,Y
Male,No,0,Graduate,No,293500,0,9800000,360,1,Semiurban,695,0.09,1174000,170887,2348000,Y
Male,No,,Graduate,No,283300,0,7100000,360,1,Urban,692,0.06,1416500,45708,1699800,Y
Male,Yes,0,Graduate,,6333700,0,49000000,180,1,Urban,715,0.06,0,1235891,19001100,Y
,Yes,1,Graduate,Yes,983300,183300,18200000,180,1,Urban,662,0.08,2949900,689893,7866400,Y
Male,Yes,,Graduate,Yes,550300,449000,7000000,,1,Semiurban,706,0.05,0,151917,2201200,Y
Male,Yes,1,Graduate,,525000,68800,16000000,360,1,Rural,660,0.07,525000,510313,4200000,Y
Male,Yes,2,Graduate,Yes,250000,460000,17600000,360,1,Rural,681,0.06,500000,162125,0,Y
Female,No,3+,Not Graduate,No,183000,0,0,360,0,Urban,529,0.03,53828,1098000,15969,N
Female,No,0,Graduate,No,416000,0,7100000,360,1,Semiurban,688,0.07,0,322328,2496000,Y
Male,Yes,3+,Not Graduate,No,264700,158700,17300000,360,1,Rural,450,0.06,173004,0,28224,N
Female,No,0,Graduate,No,237800,0,4600000,360,1,Rural,543,0.02,111684,951200,22661,N
Male,Yes,1,Not Graduate,No,455400,122900,15800000,360,1,Urban,683,0.06,910800,376840,3187800,Y
Male,Yes,3+,Not Graduate,No,317300,0,7400000,360,1,Semiurban,695,0.05,1269200,100883,2538400,Y
Male,Yes,2,Graduate,,258300,233000,12500000,360,1,Rural,678,0.08,258300,123531,1033200,Y
Male,Yes,0,Graduate,No,249900,245800,16000000,360,1,Semiurban,702,0.06,999600,30634,249900,Y
Male,Yes,,Not Graduate,No,352300,323000,15200000,360,0,Rural,506,0.02,64181,1761500,5395,N
Male,Yes,2,Not Graduate,No,308300,216800,12600000,360,1,Urban,708,0.09,308300,49216,2774700,Y
Male,Yes,0,Graduate,No,633300,458300,25900000,360,,Semiurban,693,0.09,2533200,357105,5699700,Y
Male,Yes,0,Graduate,No,262500,625000,18700000,360,1,Rural,665,0.08,0,228377,262500,Y
Male,Yes,0,Graduate,No,908300,0,22800000,360,1,Semiurban,654,0.09,908300,99522,1816600,Y
Male,No,0,Graduate,No,875000,416700,30800000,360,1,Rural,617,0.06,386904,4375000,318039,N
Male,Yes,3+,Graduate,No,266600,208300,9500000,360,1,Rural,684,0.08,266600,219483,1866200,Y
Female,Yes,0,Graduate,Yes,550000,0,10500000,360,0,Rural,558,0.04,264581,3850000,363492,N
Female,Yes,0,Graduate,No,242300,50500,13000000,360,1,Semiurban,677,0.05,726900,45576,484600,Y
Female,No,,Graduate,No,381300,0,11600000,180,1,Urban,669,0.06,1525200,211054,0,Y
Male,Yes,2,Graduate,No,833300,316700,16500000,360,1,Rural,674,0.06,0,406791,7499700,Y
Male,Yes,1,Graduate,No,387500,0,6700000,360,1,Urban,574,0.07,11177,1937500,303341,N
Male,Yes,0,Not Graduate,No,300000,166600,10000000,480,0,Urban,685,0.05,125462,300000,260164,N
Male,Yes,3+,Graduate,No,516700,316700,20000000,360,1,Semiurban,665,0.08,2583500,446479,516700,Y
Female,No,1,Graduate,No,472300,0,8100000,360,1,Semiurban,510,0.06,128214,4723000,39478,N
Male,Yes,2,Graduate,No,500000,366700,23600000,360,1,Semiurban,698,0.08,2500000,51270,0,Y
Male,Yes,0,Graduate,No,475000,233300,13000000,360,1,Urban,672,0.07,2375000,21610,2375000,Y
Male,Yes,0,Graduate,No,301300,303300,9500000,300,,Urban,658,0.08,301300,230014,2410400,Y
Male,No,0,Graduate,Yes,682200,0,14100000,360,1,Rural,660,0.08,0,258999,2728800,Y
Male,No,0,Not Graduate,No,621600,0,13300000,360,1,Rural,630,0.06,510675,4972800,295645,N
Male,No,0,Graduate,No,250000,0,9600000,480,1,Semiurban,526,0.06,125160,0,120790,N
Male,No,0,Graduate,No,512400,0,12400000,,0,Rural,608,0.02,123650,2562000,322171,N
Male,Yes,1,Graduate,No,632500,0,17500000,360,1,Semiurban,682,0.09,0,615449,1265000,Y
Male,Yes,0,Graduate,No,1973000,526600,57000000,360,1,Rural,466,0.07,693627,1973000,1911289,N
Female,No,0,Graduate,Yes,1575900,0,5500000,360,1,Semiurban,655,0.09,7879500,909719,7879500,Y
Male,Yes,2,Graduate,No,518500,0,15500000,360,1,Semiurban,662,0.09,2592500,245208,4666500,Y
Male,Yes,2,Graduate,Yes,932300,787300,38000000,300,1,Rural,714,0.07,0,26888,9323000,Y
Male,No,1,Graduate,No,306200,198700,11100000,180,0,Urban,586,0.04,236487,2143400,179740,N
Female,No,0,Graduate,,276400,145900,11000000,360,1,Urban,687,0.08,1382000,181478,829200,Y
Male,Yes,0,Graduate,No,481700,92300,12000000,180,1,Urban,719,0.09,481700,149803,3853600,Y
Male,Yes,3+,Graduate,No,875000,499600,13000000,360,1,Rural,672,0.07,0,369957,4375000,Y
Male,Yes,0,Graduate,No,431000,0,13000000,360,,Semiurban,698,0.08,862000,271401,0,Y
Male,No,0,Graduate,No,306900,0,7100000,480,1,Urban,413,0.04,19034,0,9861,N
Male,Yes,2,Graduate,No,539100,0,13000000,360,1,Urban,700,0.07,2695500,74069,539100,Y
Male,Yes,0,Graduate,,333300,250000,12800000,360,1,Semiurban,704,0.05,333300,308232,666600,Y
Male,No,0,Graduate,No,594100,423200,29600000,360,1,Semiurban,664,0.09,1782300,577046,3564600,Y
Female,No,0,Graduate,No,600000,0,15600000,360,1,Urban,700,0.06,600000,289480,6000000,Y
Male,No,0,Graduate,Yes,716700,0,12800000,360,1,Urban,700,0.05,3583500,363348,2866800,Y
Male,Yes,2,Graduate,No,456600,0,10000000,360,1,Urban,412,0.04,395132,4566000,10172,N
Male,No,1,Graduate,,366700,0,11300000,180,1,Urban,700,0.08,0,14799,2200200,Y
Male,No,0,Not Graduate,No,234600,160000,13200000,360,1,Semiurban,686,0.08,0,101871,703800,Y
Male,Yes,0,Not Graduate,No,301000,313600,0,360,0,Urban,499,0.07,24048,2408000,60080,N
Male,Yes,0,Graduate,No,233300,241700,13600000,360,1,Urban,690,0.08,1166500,54378,2333000,Y
Male,Yes,0,Graduate,No,548800,0,12500000,360,1,Rural,670,0.08,0,383593,1097600,Y
Male,No,3+,Graduate,No,916700,0,18500000,360,1,Rural,673,0.08,916700,47831,916700,Y
Male,Yes,3+,Graduate,No,950400,0,27500000,360,1,Rural,700,0.09,4752000,790558,3801600,Y
Male,Yes,0,Graduate,No,258300,211500,12000000,360,,Urban,688,0.09,258300,128336,2066400,Y
Male,Yes,2,Not Graduate,No,199300,162500,11300000,180,1,Semiurban,691,0.08,597900,118556,996500,Y
Male,Yes,2,Graduate,No,310000,140000,11300000,360,1,Urban,662,0.07,620000,216035,1550000,Y
Male,Yes,2,Graduate,No,327600,48400,13500000,360,,Semiurban,686,0.08,655200,105488,0,Y
Female,No,0,Graduate,No,318000,0,7100000,360,0,Urban,610,0.04,52917,636000,74880,N
Male,Yes,0,Graduate,No,303300,145900,9500000,360,1,Urban,662,0.08,1213200,237954,2729700,Y
Male,No,0,Not Graduate,No,390200,166600,10900000,360,1,Rural,665,0.05,0,138834,780400,Y
Female,No,0,Graduate,No,150000,180000,10300000,360,0,Semiurban,457,0.02,34973,1050000,39083,N
Male,Yes,2,Not Graduate,No,288900,0,4500000,180,0,Urban,564,0.04,267876,1444500,272756,N
Male,No,0,Not Graduate,No,275500,0,6500000,300,1,Rural,509,0.07,222038,1377500,48465,N
Male,No,0,Graduate,No,250000,2000000,10300000,360,1,Semiurban,674,0.07,1250000,222444,2500000,Y
Female,No,0,Not Graduate,No,196300,0,5300000,360,1,Semiurban,667,0.07,981500,13372,785200,Y
Female,No,0,Graduate,Yes,744100,0,19400000,360,1,Rural,603,0.07,54004,2976400,96865,N
Female,No,0,Graduate,No,454700,0,11500000,360,1,Semiurban,670,0.08,1364100,317443,3182900,Y
Male,Yes,0,Not Graduate,No,216700,240000,11500000,360,1,Urban,680,0.06,433400,182014,650100,Y
Female,No,0,Not Graduate,No,221300,0,6600000,360,1,Rural,680,0.07,0,210149,885200,Y
Male,Yes,1,Graduate,No,830000,0,15200000,300,0,Semiurban,680,0.02,565790,830000,254172,N
Male,Yes,3+,Graduate,No,8100000,0,36000000,360,0,Rural,401,0.02,5443978,64800000,2208902,N
Female,No,1,Not Graduate,Yes,386700,0,6200000,360,1,Semiurban,620,0.06,285656,1546800,164375,N
Male,Yes,0,Graduate,,625600,0,16000000,360,,Urban,656,0.08,3128000,416330,1251200,Y
Male,Yes,0,Not Graduate,No,609600,0,21800000,360,0,Rural,677,0.03,598780,1828800,196243,N
Male,Yes,0,Not Graduate,No,225300,203300,11000000,360,1,Rural,688,0.07,675900,12133,1126500,Y
Female,Yes,0,Not Graduate,No,214900,323700,17800000,360,0,Semiurban,521,0.06,50958,2149000,36828,N
Female,No,0,Graduate,No,299500,0,6000000,360,1,Urban,664,0.08,0,119694,2995000,Y
Female,No,1,Graduate,No,260000,0,16000000,360,1,Urban,426,0.05,37526,520000,208103,N
Male,Yes,2,Graduate,Yes,160000,2000000,23900000,360,1,Urban,491,0.04,113922,160000,127498,N
Male,Yes,0,Graduate,No,102500,277300,11200000,360,1,Rural,697,0.05,102500,74476,410000,Y
Male,Yes,0,Graduate,No,324600,141700,13800000,360,1,Semiurban,704,0.05,0,36012,2921400,Y
Male,Yes,0,Graduate,No,582900,0,13800000,360,1,Rural,705,0.09,2914500,517250,4080300,Y
Female,No,0,Not Graduate,No,272000,0,8000000,,0,Urban,527,0.03,213474,2720000,196878,N
Male,Yes,0,Graduate,No,182000,171900,10000000,360,1,Urban,666,0.05,546000,118840,1274000,Y
Male,Yes,1,Graduate,No,725000,166700,11000000,,0,Urban,589,0.07,280092,2175000,18863,N
Male,Yes,0,Graduate,No,1488000,0,9600000,360,1,Semiurban,703,0.07,7440000,1270279,1488000,Y
Male,Yes,0,Graduate,No,266600,430000,12100000,360,1,Rural,651,0.08,0,103245,2666000,Y
Female,No,1,Not Graduate,No,460600,0,8100000,360,1,Rural,583,0.07,410520,4606000,76297,N
Male,Yes,2,Graduate,No,593500,0,13300000,360,1,Semiurban,671,0.08,0,264122,2967500,Y
Male,Yes,0,Graduate,No,292000,1612.000084,8700000,360,1,Rural,674,0.09,1168000,28862,0,Y
Male,No,0,Not Graduate,No,271700,0,6000000,180,1,Urban,703,0.09,815100,19954,2173600,Y
Female,No,1,Graduate,Yes,862400,0,15000000,360,1,Semiurban,700,0.09,4312000,709460,7761600,Y
Male,No,0,Graduate,No,650000,0,10500000,360,0,Rural,609,0.06,151753,650000,619467,N
Male,No,0,Graduate,,1287600,0,40500000,360,1,Semiurban,710,0.07,2575200,163449,9013200,Y
Male,Yes,0,Graduate,No,242500,234000,14300000,360,1,Semiurban,659,0.05,242500,53529,1940000,Y
Male,No,0,Graduate,No,375000,0,10000000,360,1,Urban,667,0.07,1875000,291714,2250000,Y
Female,,,Graduate,No,1004700,0,0,240,1,Semiurban,661,0.09,1004700,442202,0,Y
Male,No,0,Graduate,No,192600,185100,5000000,360,1,Semiurban,684,0.07,770400,148408,1733400,Y
Male,Yes,0,Graduate,No,221300,112500,0,360,1,Urban,684,0.06,1106500,217271,1327800,Y
Male,No,0,Graduate,Yes,1041600,0,18700000,360,0,Urban,642,0.02,503949,8332800,807044,N
Female,Yes,0,Not Graduate,Yes,714200,0,13800000,360,1,Rural,714,0.09,0,167338,1428400,Y
Male,No,0,Graduate,No,366000,506400,18700000,360,1,Semiurban,665,0.06,1098000,361836,732000,Y
Male,Yes,0,Graduate,No,790100,183300,18000000,360,1,Rural,710,0.06,3160400,42111,6320800,Y
Male,No,3+,Not Graduate,No,470700,199300,14800000,360,1,Semiurban,703,0.09,1882800,469875,2824200,Y
Male,No,1,Graduate,No,3771900,0,15200000,360,1,Semiurban,666,0.09,15087600,1750635,7543800,Y
Male,Yes,0,Graduate,No,733300,833300,17500000,300,,Rural,656,0.09,3666500,56980,2933200,Y
Male,Yes,1,Graduate,Yes,346600,121000,13000000,360,1,Rural,679,0.06,1039800,146504,3119400,Y
Male,Yes,2,Not Graduate,No,465200,0,11000000,360,1,Rural,720,0.09,2326000,418996,1860800,Y
Male,Yes,0,Graduate,,353900,137600,5500000,360,1,Rural,581,0.06,47357,1769500,186723,N
Male,Yes,2,Graduate,No,334000,171000,15000000,360,0,Rural,648,0.02,160926,668000,144437,N
Male,No,1,Not Graduate,Yes,276900,154200,19000000,360,,Semiurban,581,0.02,34734,553800,245952,N
Male,Yes,2,Not Graduate,No,230900,125500,12500000,360,0,Rural,516,0.05,116475,1847200,128650,N
Male,Yes,2,Not Graduate,No,195800,145600,6000000,300,,Urban,676,0.09,979000,52233,391600,Y
Male,Yes,0,Graduate,No,394800,173300,14900000,360,0,Rural,503,0.04,155758,1974000,217653,N
Male,Yes,0,Graduate,No,248300,246600,9000000,180,0,Rural,720,0.09,496600,179134,1738100,Y
Male,No,0,Graduate,Yes,708500,0,8400000,360,1,Semiurban,686,0.06,2834000,330285,2125500,Y
Male,Yes,2,Graduate,No,385900,0,9600000,360,1,Semiurban,667,0.05,385900,251605,1543600,Y
Male,Yes,0,Graduate,No,430100,0,11800000,360,1,Urban,682,0.09,430100,241604,3440800,Y
Male,Yes,0,Graduate,No,370800,256900,17300000,360,1,Urban,516,0.07,60865,2966400,190083,N
Male,No,2,Graduate,No,435400,0,13600000,360,1,Rural,693,0.09,0,387576,435400,Y
Male,Yes,0,Graduate,No,833400,0,16000000,360,1,Semiurban,451,0.07,87872,8334000,72703,N
,Yes,0,Graduate,Yes,208300,408300,16000000,360,,Semiurban,692,0.09,833200,99634,1874700,Y
Male,Yes,3+,Graduate,No,774000,0,12800000,180,1,Urban,664,0.07,0,361445,774000,Y
Male,Yes,0,Graduate,No,301500,218800,15300000,360,1,Rural,699,0.05,0,280756,2110500,Y
Female,No,1,Not Graduate,,519100,0,13200000,360,1,Semiurban,702,0.09,1557300,290429,3633700,Y
Male,No,0,Graduate,No,416600,0,9800000,360,0,Semiurban,444,0.02,220860,0,163677,N
Male,No,0,Graduate,No,600000,0,14000000,360,1,Rural,700,0.09,2400000,459679,1800000,Y
Male,Yes,3+,Not Graduate,No,294700,166400,7000000,180,0,Urban,674,0.02,249515,2947000,277820,N
,Yes,0,Graduate,No,1669200,0,11000000,360,1,Semiurban,707,0.08,0,375741,11684400,Y
Female,Yes,2,Not Graduate,,21000,291700,9800000,360,1,Semiurban,657,0.07,84000,606,0,Y
Male,Yes,0,Graduate,No,433300,245100,11000000,360,1,Urban,450,0.02,335089,1733200,317898,N
Male,Yes,1,Graduate,Yes,345000,207900,16200000,360,1,Semiurban,660,0.06,1380000,270799,2415000,Y
Male,Yes,1,Not Graduate,No,265300,150000,11300000,180,0,Rural,542,0.07,175621,1857100,248646,N
Male,Yes,3+,Graduate,No,469100,0,10000000,360,1,Semiurban,717,0.06,1407300,231255,4221900,Y
Female,No,0,Graduate,Yes,250000,0,9300000,360,,Urban,686,0.08,0,203936,1250000,Y
Male,No,2,Graduate,No,553200,464800,16200000,360,1,Rural,688,0.08,2766000,169107,553200,Y
Male,Yes,2,Graduate,Yes,1652500,101400,15000000,360,1,Rural,712,0.05,1652500,313031,8262500,Y
Male,Yes,2,Graduate,No,670000,175000,23000000,300,1,Semiurban,704,0.06,1340000,620418,2680000,Y
,Yes,2,Graduate,No,287300,187200,13200000,360,0,Semiurban,629,0.06,265148,2298400,40114,N
Male,Yes,1,Graduate,Yes,1666700,225000,8600000,360,1,Semiurban,687,0.06,0,980564,1666700,Y
Male,Yes,2,Graduate,No,294700,160300,0,360,1,Urban,447,0.04,213717,1178800,167442,N
Female,No,0,Not Graduate,No,435000,0,15400000,360,1,Rural,653,0.09,1305000,392862,1740000,Y
Male,Yes,3+,Not Graduate,No,309500,0,11300000,360,1,Rural,690,0.07,1547500,251671,2166500,Y
Male,Yes,0,Graduate,No,208300,315000,12800000,360,1,Semiurban,697,0.05,833200,191782,208300,Y
Male,Yes,0,Graduate,No,1083300,0,23400000,360,1,Semiurban,676,0.09,4333200,781181,1083300,Y
Male,Yes,2,Graduate,No,833300,0,24600000,360,1,Semiurban,674,0.07,0,813770,4999800,Y
Male,Yes,1,Not Graduate,No,195800,243600,13100000,360,1,Rural,716,0.05,195800,169766,1566400,Y
Male,No,2,Graduate,No,354700,0,8000000,360,0,Rural,640,0.06,250431,2837600,110623,N
Male,Yes,1,Graduate,No,1833300,0,50000000,360,1,Urban,560,0.04,1523956,9166500,358230,N
Male,Yes,2,Graduate,Yes,458300,208300,16000000,360,1,Semiurban,679,0.07,0,2384,3666400,Y
Male,No,0,Graduate,No,243500,0,7500000,360,1,Urban,683,0.02,155618,974000,94940,N
Male,No,0,Not Graduate,No,269900,278500,9600000,360,,Semiurban,712,0.09,0,112530,1079600,Y
Male,Yes,1,Not Graduate,No,533300,113100,18600000,360,,Urban,653,0.07,1599900,41968,5333000,Y
Male,No,0,Not Graduate,No,369100,0,11000000,360,1,Rural,676,0.06,369100,46391,3321900,Y
Female,No,0,Not Graduate,Yes,1726300,0,22500000,360,1,Semiurban,674,0.05,1726300,405919,0,Y
Male,Yes,0,Graduate,No,359700,215700,11900000,360,0,Rural,633,0.02,335623,2158200,176895,N
Female,Yes,1,Graduate,No,332600,91300,10500000,84,1,Semiurban,695,0.09,0,13959,1663000,Y
Male,Yes,0,Not Graduate,No,260000,170000,10700000,360,1,Rural,656,0.06,1040000,8869,260000,Y
Male,Yes,0,Graduate,No,462500,285700,11100000,12,,Urban,693,0.08,0,280506,1387500,Y
Male,Yes,1,Graduate,Yes,289500,0,9500000,360,1,Semiurban,691,0.07,0,154540,868500,Y
Male,No,0,Graduate,No,628300,441600,20900000,360,0,Rural,675,0.04,259989,5654700,60203,N
Female,No,0,Graduate,No,64500,368300,11300000,480,1,Rural,652,0.09,322500,14612,580500,Y
Female,No,0,Graduate,No,315900,0,10000000,360,1,Semiurban,668,0.05,947700,201256,2527200,Y
Male,Yes,2,Graduate,No,486500,562400,20800000,360,1,Semiurban,662,0.09,486500,112029,973000,Y
Male,Yes,1,Not Graduate,No,405000,530200,13800000,360,,Rural,687,0.05,24767,2835000,125545,N
Male,Yes,0,Not Graduate,No,381400,148300,12400000,300,1,Semiurban,680,0.07,1907000,354861,2288400,Y
Male,Yes,2,Graduate,No,351000,441600,24300000,360,1,Rural,699,0.05,1053000,197753,3159000,Y
Male,Yes,0,Graduate,No,2083300,666700,48000000,360,,Urban,686,0.08,4166600,365359,18749700,Y
,No,0,Graduate,No,358300,0,9600000,360,1,Urban,520,0.05,250135,3224700,322646,N
Male,Yes,0,Graduate,Yes,247900,301300,18800000,360,1,Urban,689,0.06,1239500,46449,1983200,Y
Female,No,1,Graduate,No,1326200,0,4000000,360,1,Urban,681,0.06,5304800,163573,1326200,Y
Male,No,0,Not Graduate,No,359800,128700,10000000,360,1,Rural,612,0.02,221613,2158800,170626,N
Male,Yes,1,Graduate,No,606500,200400,25000000,360,1,Semiurban,708,0.08,0,386138,1213000,Y
Male,Yes,2,Graduate,No,328300,203500,14800000,360,1,Urban,695,0.06,1313200,264697,984900,Y
Male,Yes,0,Graduate,No,213000,666600,7000000,180,1,Semiurban,574,0.05,18658,1704000,144725,N
Male,No,0,Graduate,No,581500,366600,31100000,360,1,Rural,455,0.06,524583,1744500,338594,N
Male,Yes,3+,Graduate,No,346600,342800,15000000,360,1,Rural,668,0.05,693200,338538,3466000,Y
Female,Yes,2,Graduate,No,203100,163200,11300000,480,1,Semiurban,658,0.09,812400,195460,609300,Y
Male,Yes,,Not Graduate,No,307400,180000,12300000,360,0,Semiurban,489,0.07,73575,3074000,131054,N
Male,No,0,Graduate,No,468300,191500,18500000,360,1,Semiurban,486,0.04,362206,2809800,43982,N
Female,No,0,Not Graduate,No,340000,0,9500000,360,1,Rural,544,0.03,221723,2380000,287887,N
Male,Yes,2,Not Graduate,No,219200,174200,4500000,360,1,Semiurban,693,0.07,876800,204179,1534400,Y
Male,No,0,Graduate,No,250000,0,5500000,360,1,Semiurban,660,0.08,1250000,209520,500000,Y
Male,Yes,3+,Graduate,Yes,567700,142400,10000000,360,1,Rural,653,0.09,2838500,347133,1703100,Y
Male,Yes,2,Graduate,Yes,794800,716600,48000000,360,1,Rural,701,0.07,0,618920,2384400,Y
Male,No,0,Graduate,No,468000,208700,0,360,1,Semiurban,606,0.05,35606,2808000,11133,N
