Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Term,Credit_History,Area,FICO_Score,Loan_To_Value,Liquid_Assets,Total_Debt,Net_Worth,Status
0,1,0,0,0,205800,213400,8800000,360,2,2,673,0.05,0,204369,617400,1
1,0,1,0,0,354100,0,11200000,360,2,1,698,0.06,1062300,322183,708200,1
0,1,1,0,1,1000000,0,15500000,360,1,0,529,0.04,408051,10000000,846219,0
0,1,0,0,0,240000,216700,11500000,360,1,1,716,0.06,1200000,51399,480000,1
0,1,3,0,0,434200,18900,12400000,360,1,1,689,0.09,0,155750,1736800,1
0,1,2,1,0,360100,159000,0,360,1,0,704,0.08,1800500,303071,1080300,1
1,0,0,0,0,316600,298500,13200000,360,2,0,701,0.05,316600,17736,1583000,1
0,1,3,0,0,1500000,0,30000000,360,1,0,698,0.09,4500000,215960,9000000,1
0,1,1,0,1,866600,498300,37600000,360,0,0,403,0.02,195540,6932800,166610,0
0,0,0,0,0,491700,0,13000000,360,0,0,674,0.05,1475100,113562,4425300,1
0,1,0,0,1,581800,216000,18400000,360,1,1,652,0.07,1163600,187882,1163600,1
1,1,0,0,0,433300,245100,11000000,360,1,2,469,0.06,55023,3899700,357629,0
1,0,0,0,0,250000,0,6700000,360,1,2,662,0.05,500000,192718,250000,1
0,0,1,0,0,438400,179300,11700000,360,1,2,664,0.09,0,394371,2192000,1
0,0,0,0,0,293500,0,9800000,360,1,1,695,0.09,1174000,170887,2348000,1
0,0,4,0,0,283300,0,7100000,360,1,2,692,0.06,1416500,45708,1699800,1
0,1,0,0,2,6333700,0,49000000,180,1,2,715,0.06,0,1235891,19001100,1
2,1,1,0,1,983300,183300,18200000,180,1,2,662,0.08,2949900,689893,7866400,1
0,1,4,0,1,550300,449000,7000000,6,1,1,706,0.05,0,151917,2201200,1
0,1,1,0,2,525000,68800,16000000,360,1,0,660,0.07,525000,510313,4200000,1
0,1,2,0,1,250000,460000,17600000,360,1,0,681,0.06,500000,162125,0,1
1,0,3,1,0,183000,0,0,360,0,2,529,0.03,53828,1098000,15969,0
1,0,0,0,0,416000,0,7100000,360,1,1,688,0.07,0,322328,2496000,1
0,1,3,1,0,264700,158700,17300000,360,1,0,450,0.06,173004,0,28224,0
1,0,0,0,0,237800,0,4600000,360,1,0,543,0.02,111684,951200,22661,0
0,1,1,1,0,455400,122900,15800000,360,1,2,683,0.06,910800,376840,3187800,1
0,1,3,1,0,317300,0,7400000,360,1,1,695,0.05,1269200,100883,2538400,1
0,1,2,0,2,258300,233000,12500000,360,1,0,678,0.08,258300,123531,1033200,1
0,1,0,0,0,249900,245800,16000000,360,1,1,702,0.06,999600,30634,249900,1
0,1,4,1,0,352300,323000,15200000,360,0,0,506,0.02,64181,1761500,5395,0
0,1,2,1,0,308300,216800,12600000,360,1,2,708,0.09,308300,49216,2774700,1
0,1,0,0,0,633300,458300,25900000,360,2,1,693,0.09,2533200,357105,5699700,1
0,1,0,0,0,262500,625000,18700000,360,1,0,665,0.08,0,228377,262500,1
0,1,0,0,0,908300,0,22800000,360,1,1,654,0.09,908300,99522,1816600,1
0,0,0,0,0,875000,416700,30800000,360,1,0,617,0.06,386904,4375000,318039,0
0,1,3,0,0,266600,208300,9500000,360,1,0,684,0.08,266600,219483,1866200,1
1,1,0,0,1,550000,0,10500000,360,0,0,558,0.04,264581,3850000,363492,0
1,1,0,0,0,242300,50500,13000000,360,1,1,677,0.05,726900,45576,484600,1
1,0,4,0,0,381300,0,11600000,180,1,2,669,0.06,1525200,211054,0,1
0,1,2,0,0,833300,316700,16500000,360,1,0,674,0.06,0,406791,7499700,1
0,1,1,0,0,387500,0,6700000,360,1,2,574,0.07,11177,1937500,303341,0
0,1,0,1,0,300000,166600,10000000,480,0,2,685,0.05,125462,300000,260164,0
0,1,3,0,0,516700,316700,20000000,360,1,1,665,0.08,2583500,446479,516700,1
1,0,1,0,0,472300,0,8100000,360,1,1,510,0.06,128214,4723000,39478,0
0,1,2,0,0,500000,366700,23600000,360,1,1,698,0.08,2500000,51270,0,1
0,1,0,0,0,475000,233300,13000000,360,1,2,672,0.07,2375000,21610,2375000,1
0,1,0,0,0,301300,303300,9500000,300,2,2,658,0.08,301300,230014,2410400,1
0,0,0,0,1,682200,0,14100000,360,1,0,660,0.08,0,258999,2728800,1
0,0,0,1,0,621600,0,13300000,360,1,0,630,0.06,510675,4972800,295645,0
0,0,0,0,0,250000,0,9600000,480,1,1,526,0.06,125160,0,120790,0
0,0,0,0,0,512400,0,12400000,6,0,0,608,0.02,123650,2562000,322171,0
0,1,1,0,0,632500,0,17500000,360,1,1,682,0.09,0,615449,1265000,1
0,1,0,0,0,1973000,526600,57000000,360,1,0,466,0.07,693627,1973000,1911289,0
1,0,0,0,1,1575900,0,5500000,360,1,1,655,0.09,7879500,909719,7879500,1
0,1,2,0,0,518500,0,15500000,360,1,1,662,0.09,2592500,245208,4666500,1
0,1,2,0,1,932300,787300,38000000,300,1,0,714,0.07,0,26888,9323000,1
0,0,1,0,0,306200,198700,11100000,180,0,2,586,0.04,236487,2143400,179740,0
1,0,0,0,2,276400,145900,11000000,360,1,2,687,0.08,1382000,181478,829200,1
0,1,0,0,0,481700,92300,12000000,180,1,2,719,0.09,481700,149803,3853600,1
0,1,3,0,0,875000,499600,13000000,360,1,0,672,0.07,0,369957,4375000,1
0,1,0,0,0,431000,0,13000000,360,2,1,698,0.08,862000,271401,0,1
0,0,0,0,0,306900,0,7100000,480,1,2,413,0.04,19034,0,9861,0
0,1,2,0,0,539100,0,13000000,360,1,2,700,0.07,2695500,74069,539100,1
0,1,0,0,2,333300,250000,12800000,360,1,1,704,0.05,333300,308232,666600,1
0,0,0,0,0,594100,423200,29600000,360,1,1,664,0.09,1782300,577046,3564600,1
1,0,0,0,0,600000,0,15600000,360,1,2,700,0.06,600000,289480,6000000,1
0,0,0,0,1,716700,0,12800000,360,1,2,700,0.05,3583500,363348,2866800,1
0,1,2,0,0,456600,0,10000000,360,1,2,412,0.04,395132,4566000,10172,0
0,0,1,0,2,366700,0,11300000,180,1,2,700,0.08,0,14799,2200200,1
0,0,0,1,0,234600,160000,13200000,360,1,1,686,0.08,0,101871,703800,1
0,1,0,1,0,301000,313600,0,360,0,2,499,0.07,24048,2408000,60080,0
0,1,0,0,0,233300,241700,13600000,360,1,2,690,0.08,1166500,54378,2333000,1
0,1,0,0,0,548800,0,12500000,360,1,0,670,0.08,0,383593,1097600,1
0,0,3,0,0,916700,0,18500000,360,1,0,673,0.08,916700,47831,916700,1
0,1,3,0,0,950400,0,27500000,360,1,0,700,0.09,4752000,790558,3801600,1
0,1,0,0,0,258300,211500,12000000,360,2,2,688,0.09,258300,128336,2066400,1
0,1,2,1,0,199300,162500,11300000,180,1,1,691,0.08,597900,118556,996500,1
0,1,2,0,0,310000,140000,11300000,360,1,2,662,0.07,620000,216035,1550000,1
0,1,2,0,0,327600,48400,13500000,360,2,1,686,0.08,655200,105488,0,1
1,0,0,0,0,318000,0,7100000,360,0,2,610,0.04,52917,636000,74880,0
0,1,0,0,0,303300,145900,9500000,360,1,2,662,0.08,1213200,237954,2729700,1
0,0,0,1,0,390200,166600,10900000,360,1,0,665,0.05,0,138834,780400,1
1,0,0,0,0,150000,180000,10300000,360,0,1,457,0.02,34973,1050000,39083,0
0,1,2,1,0,288900,0,4500000,180,0,2,564,0.04,267876,1444500,272756,0
0,0,0,1,0,275500,0,6500000,300,1,0,509,0.07,222038,1377500,48465,0
0,0,0,0,0,250000,2000000,10300000,360,1,1,674,0.07,1250000,222444,2500000,1
1,0,0,1,0,196300,0,5300000,360,1,1,667,0.07,981500,13372,785200,1
1,0,0,0,1,744100,0,19400000,360,1,0,603,0.07,54004,2976400,96865,0
1,0,0,0,0,454700,0,11500000,360,1,1,670,0.08,1364100,317443,3182900,1
0,1,0,1,0,216700,240000,11500000,360,1,2,680,0.06,433400,182014,650100,1
1,0,0,1,0,221300,0,6600000,360,1,0,680,0.07,0,210149,885200,1
0,1,1,0,0,830000,0,15200000,300,0,1,680,0.02,565790,830000,254172,0
0,1,3,0,0,8100000,0,36000000,360,0,0,401,0.02,5443978,64800000,2208902,0
1,0,1,1,1,386700,0,6200000,360,1,1,620,0.06,285656,1546800,164375,0
0,1,0,0,2,625600,0,16000000,360,2,2,656,0.08,3128000,416330,1251200,1
0,1,0,1,0,609600,0,21800000,360,0,0,677,0.03,598780,1828800,196243,0
0,1,0,1,0,225300,203300,11000000,360,1,0,688,0.07,675900,12133,1126500,1
1,1,0,1,0,214900,323700,17800000,360,0,1,521,0.06,50958,2149000,36828,0
1,0,0,0,0,299500,0,6000000,360,1,2,664,0.08,0,119694,2995000,1
1,0,1,0,0,260000,0,16000000,360,1,2,426,0.05,37526,520000,208103,0
0,1,2,0,1,160000,2000000,23900000,360,1,2,491,0.04,113922,160000,127498,0
0,1,0,0,0,102500,277300,11200000,360,1,0,697,0.05,102500,74476,410000,1
0,1,0,0,0,324600,141700,13800000,360,1,1,704,0.05,0,36012,2921400,1
0,1,0,0,0,582900,0,13800000,360,1,0,705,0.09,2914500,517250,4080300,1
1,0,0,1,0,272000,0,8000000,6,0,2,527,0.03,213474,2720000,196878,0
0,1,0,0,0,182000,171900,10000000,360,1,2,666,0.05,546000,118840,1274000,1
0,1,1,0,0,725000,166700,11000000,6,0,2,589,0.07,280092,2175000,18863,0
0,1,0,0,0,1488000,0,9600000,360,1,1,703,0.07,7440000,1270279,1488000,1
0,1,0,0,0,266600,430000,12100000,360,1,0,651,0.08,0,103245,2666000,1
1,0,1,1,0,460600,0,8100000,360,1,0,583,0.07,410520,4606000,76297,0
0,1,2,0,0,593500,0,13300000,360,1,1,671,0.08,0,264122,2967500,1
0,1,0,0,0,292000,1612.000084,8700000,360,1,0,674,0.09,1168000,28862,0,1
0,0,0,1,0,271700,0,6000000,180,1,2,703,0.09,815100,19954,2173600,1
1,0,1,0,1,862400,0,15000000,360,1,1,700,0.09,4312000,709460,7761600,1
0,0,0,0,0,650000,0,10500000,360,0,0,609,0.06,151753,650000,619467,0
0,0,0,0,2,1287600,0,40500000,360,1,1,710,0.07,2575200,163449,9013200,1
0,1,0,0,0,242500,234000,14300000,360,1,1,659,0.05,242500,53529,1940000,1
0,0,0,0,0,375000,0,10000000,360,1,2,667,0.07,1875000,291714,2250000,1
1,2,4,0,0,1004700,0,0,240,1,1,661,0.09,1004700,442202,0,1
0,0,0,0,0,192600,185100,5000000,360,1,1,684,0.07,770400,148408,1733400,1
0,1,0,0,0,221300,112500,0,360,1,2,684,0.06,1106500,217271,1327800,1
0,0,0,0,1,1041600,0,18700000,360,0,2,642,0.02,503949,8332800,807044,0
1,1,0,1,1,714200,0,13800000,360,1,0,714,0.09,0,167338,1428400,1
0,0,0,0,0,366000,506400,18700000,360,1,1,665,0.06,1098000,361836,732000,1
0,1,0,0,0,790100,183300,18000000,360,1,0,710,0.06,3160400,42111,6320800,1
0,0,3,1,0,470700,199300,14800000,360,1,1,703,0.09,1882800,469875,2824200,1
0,0,1,0,0,3771900,0,15200000,360,1,1,666,0.09,15087600,1750635,7543800,1
0,1,0,0,0,733300,833300,17500000,300,2,0,656,0.09,3666500,56980,2933200,1
0,1,1,0,1,346600,121000,13000000,360,1,0,679,0.06,1039800,146504,3119400,1
0,1,2,1,0,465200,0,11000000,360,1,0,720,0.09,2326000,418996,1860800,1
0,1,0,0,2,353900,137600,5500000,360,1,0,581,0.06,47357,1769500,186723,0
0,1,2,0,0,334000,171000,15000000,360,0,0,648,0.02,160926,668000,144437,0
0,0,1,1,1,276900,154200,19000000,360,2,1,581,0.02,34734,553800,245952,0
0,1,2,1,0,230900,125500,12500000,360,0,0,516,0.05,116475,1847200,128650,0
0,1,2,1,0,195800,145600,6000000,300,2,2,676,0.09,979000,52233,391600,1
0,1,0,0,0,394800,173300,14900000,360,0,0,503,0.04,155758,1974000,217653,0
0,1,0,0,0,248300,246600,9000000,180,0,0,720,0.09,496600,179134,1738100,1
0,0,0,0,1,708500,0,8400000,360,1,1,686,0.06,2834000,330285,2125500,1
0,1,2,0,0,385900,0,9600000,360,1,1,667,0.05,385900,251605,1543600,1
0,1,0,0,0,430100,0,11800000,360,1,2,682,0.09,430100,241604,3440800,1
0,1,0,0,0,370800,256900,17300000,360,1,2,516,0.07,60865,2966400,190083,0
0,0,2,0,0,435400,0,13600000,360,1,0,693,0.09,0,387576,435400,1
0,1,0,0,0,833400,0,16000000,360,1,1,451,0.07,87872,8334000,72703,0
2,1,0,0,1,208300,408300,16000000,360,2,1,692,0.09,833200,99634,1874700,1
0,1,3,0,0,774000,0,12800000,180,1,2,664,0.07,0,361445,774000,1
0,1,0,0,0,301500,218800,15300000,360,1,0,699,0.05,0,280756,2110500,1
1,0,1,1,2,519100,0,13200000,360,1,1,702,0.09,1557300,290429,3633700,1
0,0,0,0,0,416600,0,9800000,360,0,1,444,0.02,220860,0,163677,0
0,0,0,0,0,600000,0,14000000,360,1,0,700,0.09,2400000,459679,1800000,1
0,1,3,1,0,294700,166400,7000000,180,0,2,674,0.02,249515,2947000,277820,0
2,1,0,0,0,1669200,0,11000000,360,1,1,707,0.08,0,375741,11684400,1
1,1,2,1,2,21000,291700,9800000,360,1,1,657,0.07,84000,606,0,1
0,1,0,0,0,433300,245100,11000000,360,1,2,450,0.02,335089,1733200,317898,0
0,1,1,0,1,345000,207900,16200000,360,1,1,660,0.06,1380000,270799,2415000,1
0,1,1,1,0,265300,150000,11300000,180,0,0,542,0.07,175621,1857100,248646,0
0,1,3,0,0,469100,0,10000000,360,1,1,717,0.06,1407300,231255,4221900,1
1,0,0,0,1,250000,0,9300000,360,2,2,686,0.08,0,203936,1250000,1
0,0,2,0,0,553200,464800,16200000,360,1,0,688,0.08,2766000,169107,553200,1
0,1,2,0,1,1652500,101400,15000000,360,1,0,712,0.05,1652500,313031,8262500,1
0,1,2,0,0,670000,175000,23000000,300,1,1,704,0.06,1340000,620418,2680000,1
2,1,2,0,0,287300,187200,13200000,360,0,1,629,0.06,265148,2298400,40114,0
0,1,1,0,1,1666700,225000,8600000,360,1,1,687,0.06,0,980564,1666700,1
0,1,2,0,0,294700,160300,0,360,1,2,447,0.04,213717,1178800,167442,0
1,0,0,1,0,435000,0,15400000,360,1,0,653,0.09,1305000,392862,1740000,1
0,1,3,1,0,309500,0,11300000,360,1,0,690,0.07,1547500,251671,2166500,1
0,1,0,0,0,208300,315000,12800000,360,1,1,697,0.05,833200,191782,208300,1
0,1,0,0,0,1083300,0,23400000,360,1,1,676,0.09,4333200,781181,1083300,1
0,1,2,0,0,833300,0,24600000,360,1,1,674,0.07,0,813770,4999800,1
0,1,1,1,0,195800,243600,13100000,360,1,0,716,0.05,195800,169766,1566400,1
0,0,2,0,0,354700,0,8000000,360,0,0,640,0.06,250431,2837600,110623,0
0,1,1,0,0,1833300,0,50000000,360,1,2,560,0.04,1523956,9166500,358230,0
0,1,2,0,1,458300,208300,16000000,360,1,1,679,0.07,0,2384,3666400,1
0,0,0,0,0,243500,0,7500000,360,1,2,683,0.02,155618,974000,94940,0
0,0,0,1,0,269900,278500,9600000,360,2,1,712,0.09,0,112530,1079600,1
0,1,1,1,0,533300,113100,18600000,360,2,2,653,0.07,1599900,41968,5333000,1
0,0,0,1,0,369100,0,11000000,360,1,0,676,0.06,369100,46391,3321900,1
1,0,0,1,1,1726300,0,22500000,360,1,1,674,0.05,1726300,405919,0,1
0,1,0,0,0,359700,215700,11900000,360,0,0,633,0.02,335623,2158200,176895,0
1,1,1,0,0,332600,91300,10500000,84,1,1,695,0.09,0,13959,1663000,1
0,1,0,1,0,260000,170000,10700000,360,1,0,656,0.06,1040000,8869,260000,1
0,1,0,0,0,462500,285700,11100000,12,2,2,693,0.08,0,280506,1387500,1
0,1,1,0,1,289500,0,9500000,360,1,1,691,0.07,0,154540,868500,1
0,0,0,0,0,628300,441600,20900000,360,0,0,675,0.04,259989,5654700,60203,0
1,0,0,0,0,64500,368300,11300000,480,1,0,652,0.09,322500,14612,580500,1
1,0,0,0,0,315900,0,10000000,360,1,1,668,0.05,947700,201256,2527200,1
0,1,2,0,0,486500,562400,20800000,360,1,1,662,0.09,486500,112029,973000,1
0,1,1,1,0,405000,530200,13800000,360,2,0,687,0.05,24767,2835000,125545,0
0,1,0,1,0,381400,148300,12400000,300,1,1,680,0.07,1907000,354861,2288400,1
0,1,2,0,0,351000,441600,24300000,360,1,0,699,0.05,1053000,197753,3159000,1
0,1,0,0,0,2083300,666700,48000000,360,2,2,686,0.08,4166600,365359,18749700,1
2,0,0,0,0,358300,0,9600000,360,1,2,520,0.05,250135,3224700,322646,0
0,1,0,0,1,247900,301300,18800000,360,1,2,689,0.06,1239500,46449,1983200,1
1,0,1,0,0,1326200,0,4000000,360,1,2,681,0.06,5304800,163573,1326200,1
0,0,0,1,0,359800,128700,10000000,360,1,0,612,0.02,221613,2158800,170626,0
0,1,1,0,0,606500,200400,25000000,360,1,1,708,0.08,0,386138,1213000,1
0,1,2,0,0,328300,203500,14800000,360,1,2,695,0.06,1313200,264697,984900,1
0,1,0,0,0,213000,666600,7000000,180,1,1,574,0.05,18658,1704000,144725,0
0,0,0,0,0,581500,366600,31100000,360,1,0,455,0.06,524583,1744500,338594,0
0,1,3,0,0,346600,342800,15000000,360,1,0,668,0.05,693200,338538,3466000,1
1,1,2,0,0,203100,163200,11300000,480,1,1,658,0.09,812400,195460,609300,1
0,1,4,1,0,307400,180000,12300000,360,0,1,489,0.07,73575,3074000,131054,0
0,0,0,0,0,468300,191500,18500000,360,1,1,486,0.04,362206,2809800,43982,0
1,0,0,1,0,340000,0,9500000,360,1,0,544,0.03,221723,2380000,287887,0
0,1,2,1,0,219200,174200,4500000,360,1,1,693,0.07,876800,204179,1534400,1
0,0,0,0,0,250000,0,5500000,360,1,1,660,0.08,1250000,209520,500000,1
0,1,3,0,1,567700,142400,10000000,360,1,0,653,0.09,2838500,347133,1703100,1
0,1,2,0,1,794800,716600,48000000,360,1,0,701,0.07,0,618920,2384400,1
0,0,0,0,0,468000,208700,0,360,1,1,606,0.05,35606,2808000,11133,0
0,1,2,0,1,1750000,0,40000000,360,1,0,690,0.06,7000000,553095,15750000,1
0,1,0,0,0,377500,0,11000000,360,1,1,654,0.08,0,281771,3775000,1
0,1,1,1,0,528500,143000,16100000,360,0,1,680,0.09,528500,233060,2642500,1
0,0,1,1,0,267900,130200,9400000,360,1,1,720,0.07,1339500,162875,1071600,1
0,0,0,1,0,678300,0,13000000,360,1,1,681,0.06,2034900,430220,1356600,1
0,1,0,0,0,102500,550000,21600000,360,2,0,651,0.08,102500,100534,1025000,1
0,1,3,0,0,428100,0,10000000,360,1,2,701,0.08,0,82024,3424800,1
0,0,2,0,0,358800,0,11000000,360,0,0,521,0.04,240554,2870400,138874,0
0,0,1,0,0,1125000,0,19600000,360,2,1,556,0.06,726345,6750000,1009641,0
1,0,0,1,1,1816500,0,12500000,360,1,2,681,0.09,3633000,498213,10899000,1
0,0,0,1,2,255000,204200,12600000,360,1,0,689,0.09,1020000,153416,2040000,1
0,1,0,0,0,613300,390600,32400000,360,1,2,703,0.09,0,425596,3066500,1
0,0,2,0,0,361700,0,10700000,360,1,1,663,0.07,361700,125550,1085100,1
0,1,0,1,0,291700,53600,6600000,360,1,0,424,0.05,166541,0,95853,0
0,1,3,0,0,641700,0,15700000,180,1,0,680,0.05,641700,70249,4491900,1
1,1,1,0,0,460800,284500,14000000,180,1,1,696,0.07,460800,193496,3225600,1
1,0,0,0,0,213800,0,9900000,360,0,1,682,0.03,107683,1282800,174609,0
1,0,1,0,2,365200,0,9500000,360,1,1,683,0.05,0,125942,2921600,1
0,1,1,1,0,223900,252400,12800000,360,1,2,683,0.07,895600,80040,1119500,1
1,1,0,1,0,301700,66300,10200000,360,2,1,664,0.09,603400,37768,905100,1
0,1,0,0,0,276800,195000,15500000,360,1,0,695,0.05,830400,131221,1107200,1
0,0,0,1,0,335800,0,8000000,36,1,1,471,0.06,89639,335800,168170,0
0,0,0,0,0,252600,178300,14500000,360,1,0,696,0.06,505200,225839,2020800,1
1,0,0,0,0,500000,0,10300000,360,0,1,684,0.07,8944,2500000,400143,0
0,1,0,0,0,278500,201600,11000000,360,1,0,706,0.05,278500,144115,278500,1
0,1,2,0,1,663300,0,0,360,0,0,505,0.02,157439,0,236868,0
0,1,1,1,0,249200,237500,0,360,1,0,654,0.06,747600,148839,0,1
0,1,1,0,0,333300,325000,15800000,360,1,2,660,0.08,0,101840,1999800,1
0,1,0,1,0,245400,233300,18100000,360,0,2,674,0.07,141494,1717800,154709,0
0,1,0,0,0,359300,426600,13200000,180,0,0,534,0.02,5448,718600,296577,0
0,1,1,0,0,546800,103200,2600000,360,1,1,683,0.07,2734000,147942,1093600,1
1,0,0,0,0,266700,162500,8400000,360,2,2,659,0.09,1333500,206752,0,1
0,1,3,0,1,1013900,0,26000000,360,1,1,653,0.06,2027800,589978,2027800,1
0,1,0,0,0,388700,266900,16200000,360,1,1,671,0.09,777400,259506,3498300,1
1,1,0,0,0,418000,230600,18200000,360,1,1,702,0.08,1672000,69680,4180000,1
0,1,2,1,0,367500,24200,10800000,360,1,1,650,0.08,1102500,227931,2572500,1
1,1,1,0,1,1948400,0,60000000,360,1,1,714,0.09,1948400,1417935,11690400,1
0,1,0,0,0,592300,205400,21100000,360,1,0,684,0.05,0,574983,5923000,1
0,0,0,1,1,580000,0,13200000,360,1,1,717,0.05,2320000,579472,4060000,1
0,1,2,0,0,879900,0,25800000,360,0,2,488,0.03,672918,7039200,810127,0
0,1,0,1,0,446700,0,12000000,360,2,0,663,0.06,1340100,233040,2680200,1
0,0,0,0,0,333300,0,7000000,360,1,2,716,0.05,999900,189537,333300,1
0,1,3,0,0,340000,250000,12300000,360,0,0,603,0.02,322296,680000,286487,0
1,0,0,0,0,237800,0,900000,360,1,2,590,0.07,49818,1902400,61313,0
0,1,0,0,0,316600,206400,10400000,360,0,2,406,0.04,56013,949800,313553,0
0,1,1,0,0,341700,175000,18600000,360,1,2,711,0.06,0,265385,1366800,1
0,1,4,0,0,511600,145100,16500000,360,0,2,547,0.07,377181,1534800,232023,0
0,1,2,0,0,1666600,0,27500000,360,1,2,713,0.06,3333200,149917,14999400,1
0,1,2,1,0,612500,162500,18700000,480,1,1,485,0.06,598394,3675000,391511,0
0,1,3,0,0,640600,0,15000000,360,1,1,449,0.04,460232,6406000,10612,0
0,1,2,0,0,315900,46100,10800000,84,1,2,714,0.07,631800,112119,2527200,1
2,1,0,0,0,308700,221000,13600000,360,0,1,548,0.03,144097,926100,83854,0
0,0,0,0,0,322900,273900,11000000,360,1,2,692,0.05,968700,137642,2260300,1
0,1,1,0,0,178200,223200,10700000,360,1,0,663,0.05,178200,109784,0,1
0,0,0,0,2,318200,291700,16100000,360,1,2,662,0.09,0,205418,954600,1
0,1,2,0,0,654000,0,20500000,360,1,1,656,0.07,3270000,600341,5232000,1
0,0,0,0,0,183600,3383700,9000000,360,1,2,623,0.03,35159,183600,182188,0
1,1,0,0,0,316600,0,3600000,360,1,1,655,0.09,316600,123002,633200,1
0,1,1,0,0,188000,0,6100000,360,2,0,488,0.05,2630,1880000,136173,0
0,1,1,0,0,278700,191700,14600000,360,0,0,603,0.07,123132,1393500,104802,0
0,1,1,0,0,428300,300000,17200000,84,1,0,653,0.06,107849,856600,244872,0
0,1,0,0,0,229700,152200,10400000,360,1,2,709,0.09,689100,86055,689100,1
1,0,0,1,0,216500,0,7000000,360,1,1,694,0.08,866000,17305,1299000,1
2,0,0,0,0,475000,0,9400000,360,1,1,680,0.08,475000,354470,4750000,1
0,1,2,0,1,272600,0,10600000,360,0,1,495,0.05,183000,1363000,18487,0
0,1,0,0,0,300000,341600,5600000,180,1,1,685,0.08,300000,64370,300000,1
0,1,2,0,1,600000,0,20500000,240,1,1,666,0.07,329314,1800000,397888,0
2,0,3,0,1,935700,0,29200000,360,1,1,666,0.07,4678500,307924,8421300,1
0,1,0,0,0,385900,330000,14200000,180,1,0,689,0.06,385900,374029,2315400,1
0,1,0,0,1,1612000,0,26000000,360,1,2,685,0.07,8060000,975403,6448000,1
0,0,0,1,0,383300,0,11000000,360,1,0,719,0.08,0,105045,3833000,1
0,1,2,1,1,638300,100000,18700000,360,1,0,416,0.02,614148,2553200,179533,0
0,0,4,0,0,298700,0,8800000,360,0,1,545,0.06,19124,1194800,230945,0
0,1,0,0,1,996300,0,18000000,360,1,0,656,0.09,0,529935,3985200,1
0,1,2,0,0,578000,0,19200000,360,1,2,706,0.07,2890000,335461,1734000,1
1,0,3,0,2,41600,4166700,35000000,180,2,2,422,0.07,9872,83200,5009,0
0,1,0,1,2,289400,279200,15500000,360,1,0,707,0.07,578800,130284,2604600,1
0,1,3,0,0,570300,0,12800000,360,1,2,707,0.08,1710900,545914,0,1
0,0,0,0,0,367600,430100,17200000,360,1,0,692,0.08,367600,358610,2940800,1
1,1,1,0,0,1200000,0,49600000,360,1,1,672,0.05,1200000,11894,7200000,1
0,1,0,1,0,240000,380000,0,180,1,2,633,0.05,27154,1920000,70853,0
0,1,1,0,0,340000,250000,17300000,360,1,1,663,0.09,680000,255627,1700000,1
0,1,2,1,0,398700,141100,15700000,360,1,0,696,0.08,1993500,221583,3189600,1
0,1,0,0,0,323200,195000,10800000,360,1,0,710,0.08,0,186536,2908800,1
1,0,0,0,0,290000,0,7100000,360,1,0,688,0.09,870000,155413,2900000,1
0,1,3,0,0,410600,0,4000000,180,1,0,661,0.08,0,262051,1231800,1
0,1,1,0,0,807200,24000,25300000,360,1,2,720,0.06,807200,319814,7264800,1
0,1,2,0,0,758300,0,18700000,360,1,2,678,0.08,0,710785,0,1
1,0,0,0,1,458300,0,13300000,360,0,1,482,0.03,239721,458300,310439,0
